Date,Close,EPS - Est High (NTM).L1,EPS - Est High (NTM).L4,EPS - Est High (NTM).L6,EPS - Est High (NTM).L9,EPS - Est High (NTM).L15,EPS - Est High (NTM).L18,# Sell.L1,# Sell.L16,% Sell.L1,% Sell.L16,Mkt Cap.L1,Mkt Cap.L4,Mkt Cap.L7,Mkt Cap.L10,Mkt Cap.L17,Mkt Cap.L18,EPS - Est Avg (NTM).L1,EPS - Est Avg (NTM).L16
8/9/2007,28.92,1.78,1.78,1.78,1.78,1.78,1.86,0.0,0.0,0.0,0.0,271139.243,276952.0483,274834.0,275679.138,295805.7152,294465.4053,74.11,73.35
8/10/2007,28.71,1.78,1.78,1.78,1.78,1.78,1.86,0.0,0.0,0.0,0.0,269170.3896,277045.8033,276897.6,275772.0,295563.8,295805.7152,74.7801,71.63
8/13/2007,28.63,1.78,1.78,1.78,1.78,1.78,1.78,0.0,0.0,0.0,0.0,268420.3502,281264.7749,271515.2002,271926.2,292280.8,295563.8,74.87,71.74
8/14/2007,28.27,1.78,1.78,1.78,1.78,1.78,1.78,0.0,0.0,0.0,0.0,265045.1729,271139.243,276952.0483,274834.0,292562.2,292280.8,73.45,69.25
8/15/2007,28.1,1.78,1.78,1.78,1.78,1.78,1.78,0.0,0.0,0.0,0.0,263451.3391,269170.3896,277045.8033,276897.6,288904.0,292562.2,72.38,86.1799
8/16/2007,27.81,1.78,1.78,1.78,1.78,1.78,1.78,0.0,0.0,0.0,0.0,260732.4463,268420.3502,281264.7749,271515.2002,288059.8,288904.0,72.79,84.01
8/17/2007,28.25,1.78,1.78,1.78,1.78,1.78,1.78,0.0,0.0,0.0,0.0,264857.663,265045.1729,271139.243,276952.0483,281212.4,288059.8,75.02,84.0399
8/20/2007,28.26,1.78,1.78,1.78,1.78,1.78,1.78,0.0,0.0,0.0,0.0,264951.4179,263451.3391,269170.3896,277045.8033,275679.138,281212.4,74.7,82.7
8/21/2007,28.07,1.78,1.78,1.78,1.78,1.78,1.78,0.0,0.0,0.0,0.0,263170.0744,260732.4463,268420.3502,281264.7749,275772.0,275679.138,77.49,78.54
8/22/2007,28.22,1.78,1.78,1.78,1.78,1.78,1.78,0.0,0.0,0.0,0.0,264576.3982,264857.663,265045.1729,271139.243,271926.2,275772.0,78.5,77.31
8/23/2007,28.3,1.78,1.78,1.78,1.78,1.78,1.78,0.0,0.0,0.0,0.0,265326.4376,264951.4179,263451.3391,269170.3896,274834.0,271926.2,77.3,79.71
8/24/2007,28.81,1.78,1.78,1.78,1.78,1.78,1.78,0.0,0.0,0.0,0.0,270107.9388,263170.0744,260732.4463,268420.3502,276897.6,274834.0,79.25,76.7999
8/27/2007,28.49,1.78,1.78,1.78,1.78,1.78,1.78,0.0,0.0,0.0,0.0,267107.7812,264576.3982,264857.663,265045.1729,271515.2002,276897.6,78.65,79.0
8/28/2007,27.93,1.78,1.78,1.78,1.78,1.78,1.78,0.0,0.0,0.0,0.0,261857.5054,265326.4376,264951.4179,263451.3391,276952.0483,271515.2002,76.22,79.14
8/29/2007,28.59,1.78,1.78,1.78,1.78,1.78,1.78,0.0,0.0,0.0,0.0,268045.3305,270107.9388,263170.0744,260732.4463,277045.8033,276952.0483,79.05,77.78
8/30/2007,28.45,1.78,1.78,1.78,1.78,1.78,1.78,0.0,0.0,0.0,0.0,266732.7615,267107.7812,264576.3982,264857.663,281264.7749,277045.8033,78.68,74.11
8/31/2007,28.73,1.78,1.78,1.78,1.78,1.78,1.78,0.0,0.0,0.0,0.0,269357.8994,261857.5054,265326.4376,264951.4179,271139.243,281264.7749,79.91,74.7801
9/4/2007,28.81,1.78,1.78,1.78,1.78,1.78,1.78,0.0,0.0,0.0,0.0,270107.9388,268045.3305,270107.9388,263170.0744,269170.3896,271139.243,82.7,74.87
9/5/2007,28.48,1.78,1.78,1.78,1.78,1.78,1.78,0.0,0.0,0.0,0.0,267014.0263,266732.7615,267107.7812,264576.3982,268420.3502,269170.3896,83.75,73.45
9/6/2007,28.91,1.85,1.78,1.78,1.78,1.78,1.78,0.0,0.0,0.0,0.0,271045.4881,269357.8994,261857.5054,265326.4376,265045.1729,268420.3502,86.21,72.38
9/7/2007,28.44,1.85,1.78,1.78,1.78,1.78,1.78,0.0,0.0,0.0,0.0,266639.0066,270107.9388,268045.3305,270107.9388,263451.3391,265045.1729,84.52,72.79
9/10/2007,28.48,1.85,1.78,1.78,1.78,1.78,1.78,0.0,0.0,0.0,0.0,267014.0263,267014.0263,266732.7615,267107.7812,260732.4463,263451.3391,83.34,75.02
9/11/2007,28.93,1.85,1.85,1.78,1.78,1.78,1.78,0.0,0.0,0.0,0.0,271232.9979,271045.4881,269357.8994,261857.5054,264857.663,260732.4463,86.28,74.7
9/12/2007,28.93,1.85,1.85,1.78,1.78,1.78,1.78,0.0,0.0,0.0,0.0,271232.9979,266639.0066,270107.9388,268045.3305,264951.4179,264857.663,87.3,77.49
9/13/2007,29.16,1.85,1.85,1.85,1.78,1.78,1.78,0.0,0.0,0.0,0.0,273389.3612,267014.0263,267014.0263,266732.7615,263170.0744,264951.4179,87.26,78.5
9/14/2007,29.04,1.85,1.85,1.85,1.78,1.78,1.78,0.0,0.0,0.0,0.0,272264.3021,271232.9979,271045.4881,269357.8994,264576.3982,263170.0744,87.77,77.3
9/17/2007,28.725,1.85,1.85,1.85,1.78,1.78,1.78,0.0,0.0,0.0,0.0,269311.0219,271232.9979,266639.0066,270107.9388,265326.4376,264576.3982,86.91,79.25
9/18/2007,28.93,1.85,1.85,1.85,1.85,1.78,1.78,0.0,0.0,0.0,0.0,271232.9979,273389.3612,267014.0263,267014.0263,270107.9388,265326.4376,88.75,78.65
9/19/2007,28.67,1.85,1.85,1.85,1.85,1.78,1.78,0.0,0.0,0.0,0.0,268795.3699,272264.3021,271232.9979,271045.4881,267107.7812,270107.9388,89.0,76.22
9/20/2007,28.4201,1.85,1.85,1.85,1.85,1.78,1.78,0.0,0.0,0.0,0.0,266452.4343,269311.0219,271232.9979,266639.0066,261857.5054,267107.7812,89.65,79.05
9/21/2007,28.6499,1.85,1.85,1.85,1.85,1.78,1.78,0.0,0.0,0.0,0.0,268606.9225,271232.9979,273389.3612,267014.0263,268045.3305,261857.5054,91.3,78.68
9/24/2007,29.08,1.78,1.85,1.85,1.85,1.78,1.78,0.0,0.0,0.0,0.0,272639.3218,268795.3699,272264.3021,271232.9979,266732.7615,268045.3305,92.59,79.91
9/25/2007,29.5599,1.78,1.85,1.85,1.85,1.78,1.78,0.0,0.0,0.0,0.0,277138.6206,266452.4343,269311.0219,271232.9979,269357.8994,266732.7615,93.4799,82.7
9/26/2007,29.5,1.85,1.85,1.85,1.85,1.85,1.78,0.0,0.0,0.0,0.0,276577.0286,268606.9225,271232.9979,273389.3612,270107.9388,269357.8994,93.43,83.75
9/27/2007,29.49,1.85,1.78,1.85,1.85,1.85,1.78,0.0,0.0,0.0,0.0,276483.2737,272639.3218,268795.3699,272264.3021,267014.0263,270107.9388,93.38,86.21
9/28/2007,29.46,1.85,1.78,1.85,1.85,1.85,1.78,0.0,0.0,0.0,0.0,276202.0089,277138.6206,266452.4343,269311.0219,271045.4881,267014.0263,93.15,84.52
10/1/2007,29.7701,1.85,1.85,1.78,1.85,1.85,1.85,0.0,0.0,0.0,0.0,279109.3492,276577.0286,268606.9225,271232.9979,266639.0066,271045.4881,93.41,83.34
10/2/2007,29.7,1.85,1.85,1.78,1.85,1.85,1.85,0.0,0.0,0.0,0.0,278452.1271,276483.2737,272639.3218,268795.3699,267014.0263,266639.0066,92.36,86.28
10/3/2007,29.4525,1.85,1.85,1.85,1.85,1.85,1.85,0.0,0.0,0.0,0.0,276131.6927,276202.0089,277138.6206,266452.4343,271232.9979,267014.0263,92.455,87.3
10/4/2007,29.71,1.85,1.85,1.85,1.78,1.85,1.85,0.0,0.0,0.0,0.0,278545.8821,279109.3492,276577.0286,268606.9225,271232.9979,271232.9979,92.26,87.26
10/5/2007,29.84,1.85,1.85,1.85,1.78,1.85,1.85,0.0,0.0,0.0,0.0,279764.6961,278452.1271,276483.2737,272639.3218,273389.3612,271232.9979,93.43,87.77
10/8/2007,29.84,1.85,1.85,1.85,1.85,1.85,1.85,0.0,0.0,0.0,0.0,279764.6961,276131.6927,276202.0089,277138.6206,272264.3021,273389.3612,95.85,86.91
10/9/2007,30.0999,1.85,1.85,1.85,1.85,1.85,1.85,0.0,0.0,0.0,0.0,282201.3866,278545.8821,279109.3492,276577.0286,269311.0219,272264.3021,95.3237,88.75
10/10/2007,30.23,1.85,1.85,1.85,1.85,1.85,1.85,0.0,0.0,0.0,0.0,283421.1382,279764.6961,278452.1271,276483.2737,271232.9979,269311.0219,94.66,89.0
10/11/2007,29.91,1.85,1.85,1.85,1.85,1.85,1.85,0.0,0.0,0.0,0.0,280420.9806,279764.6961,276131.6927,276202.0089,268795.3699,271232.9979,89.34,89.65
10/12/2007,30.17,1.85,1.85,1.85,1.85,1.78,1.85,0.0,0.0,0.0,0.0,282858.6086,282201.3866,278545.8821,279109.3492,266452.4343,268795.3699,92.37,91.3
10/15/2007,30.04,1.85,1.85,1.85,1.85,1.78,1.85,0.0,0.0,0.0,0.0,281639.7946,283421.1382,279764.6961,278452.1271,268606.9225,266452.4343,90.53,92.59
10/16/2007,30.32,1.85,1.85,1.85,1.85,1.85,1.85,0.0,0.0,0.0,0.0,284264.9325,280420.9806,279764.6961,276131.6927,272639.3218,268606.9225,89.53,93.4799
10/17/2007,31.08,1.85,1.85,1.85,1.85,1.85,1.78,0.0,0.0,0.0,0.0,291390.3068,282858.6086,282201.3866,278545.8821,277138.6206,272639.3218,90.55,93.43
10/18/2007,31.16,1.78,1.85,1.85,1.85,1.85,1.78,0.0,0.0,0.0,0.0,292140.3462,281639.7946,283421.1382,279764.6961,276577.0286,277138.6206,89.85,93.38
10/19/2007,30.17,1.78,1.85,1.85,1.85,1.85,1.85,0.0,0.0,0.0,0.0,282858.6086,284264.9325,280420.9806,279764.6961,276483.2737,276577.0286,89.76,93.15
10/22/2007,30.51,1.78,1.85,1.85,1.85,1.85,1.85,0.0,0.0,0.0,0.0,286046.2761,291390.3068,282858.6086,282201.3866,276202.0089,276483.2737,91.29,93.41
10/23/2007,30.9,1.78,1.78,1.85,1.85,1.85,1.85,0.0,0.0,0.0,0.0,289702.7181,292140.3462,281639.7946,283421.1382,279109.3492,276202.0089,100.82,92.36
10/24/2007,31.25,1.78,1.78,1.85,1.85,1.85,1.85,0.0,0.0,0.0,0.0,292984.1405,282858.6086,284264.9325,280420.9806,278452.1271,279109.3492,88.73,92.455
10/25/2007,31.99,1.97,1.78,1.78,1.85,1.85,1.85,0.0,0.0,0.0,0.0,299280.4908,286046.2761,291390.3068,282858.6086,276131.6927,278452.1271,88.21,92.26
10/26/2007,35.03,2.01,1.78,1.78,1.85,1.85,1.85,0.0,0.0,0.0,0.0,327721.0251,289702.7181,292140.3462,281639.7946,278545.8821,276131.6927,90.0,93.43
10/29/2007,34.57,2.01,1.78,1.78,1.85,1.85,1.85,0.0,0.0,0.0,0.0,323417.5232,292984.1405,282858.6086,284264.9325,279764.6961,278545.8821,90.1,95.85
10/30/2007,35.57,2.01,1.97,1.78,1.78,1.85,1.85,0.0,0.0,0.0,0.0,332772.9621,299280.4908,286046.2761,291390.3068,279764.6961,279764.6961,88.24,95.3237
10/31/2007,36.81,2.01,2.01,1.78,1.78,1.85,1.85,0.0,0.0,0.0,0.0,344373.7064,327721.0251,289702.7181,292140.3462,282201.3866,279764.6961,89.15,94.66
11/1/2007,37.06,2.01,2.01,1.97,1.78,1.85,1.85,0.0,0.0,0.0,0.0,346712.5661,323417.5232,292984.1405,282858.6086,283421.1382,282201.3866,87.65,89.34
11/2/2007,37.06,2.01,2.01,2.01,1.78,1.85,1.85,0.0,0.0,0.0,0.0,346712.5661,332772.9621,299280.4908,286046.2761,280420.9806,283421.1382,85.98,92.37
11/5/2007,36.73,2.01,2.01,2.01,1.78,1.85,1.85,0.0,0.0,0.0,0.0,343625.2712,344373.7064,327721.0251,289702.7181,282858.6086,280420.9806,84.37,90.53
11/6/2007,36.41,2.01,2.01,2.01,1.97,1.85,1.85,0.0,0.0,0.0,0.0,340631.5308,346712.5661,323417.5232,292984.1405,281639.7946,282858.6086,87.27,89.53
11/7/2007,35.52,2.01,2.01,2.01,2.01,1.78,1.85,0.0,0.0,0.0,0.0,332305.1902,346712.5661,332772.9621,299280.4908,284264.9325,281639.7946,87.0438,90.55
11/8/2007,34.74,2.01,2.01,2.01,2.01,1.78,1.85,0.0,0.0,0.0,0.0,325007.9478,343625.2712,344373.7064,327721.0251,291390.3068,284264.9325,83.58,89.85
11/9/2007,33.73,2.01,2.01,2.01,2.01,1.78,1.85,0.0,0.0,0.0,0.0,315558.9545,340631.5308,346712.5661,323417.5232,292140.3462,291390.3068,78.89,89.76
11/12/2007,33.38,2.01,2.01,2.01,2.01,1.78,1.78,0.0,0.0,0.0,0.0,312284.5509,332305.1902,346712.5661,332772.9621,282858.6086,292140.3462,77.0,91.29
11/13/2007,34.46,2.01,2.01,2.01,2.01,1.78,1.78,0.0,0.0,0.0,0.0,322388.4249,325007.9478,343625.2712,344373.7064,286046.2761,282858.6086,79.86,100.82
11/14/2007,33.93,2.01,2.01,2.01,2.01,1.97,1.78,0.0,0.0,0.0,0.0,317430.0423,315558.9545,340631.5308,346712.5661,289702.7181,286046.2761,78.51,88.73
11/15/2007,33.76,2.01,2.01,2.01,2.01,2.01,1.78,0.0,0.0,0.0,0.0,315839.6177,312284.5509,332305.1902,346712.5661,292984.1405,289702.7181,77.85,88.21
11/16/2007,34.09,2.01,2.01,2.01,2.01,2.01,1.78,0.0,0.0,0.0,0.0,318926.9125,322388.4249,325007.9478,343625.2712,299280.4908,292984.1405,78.6,90.0
11/19/2007,33.96,2.01,2.01,2.01,2.01,2.01,1.97,0.0,0.0,0.0,0.0,317710.7055,317430.0423,315558.9545,340631.5308,327721.0251,299280.4908,79.18,90.1
11/20/2007,34.58,2.01,2.01,2.01,2.01,2.01,2.01,0.0,0.0,0.0,0.0,323511.0776,315839.6177,312284.5509,332305.1902,323417.5232,327721.0251,80.39,88.24
11/21/2007,34.23,2.01,2.01,2.01,2.01,2.01,2.01,0.0,0.0,0.0,0.0,320236.674,318926.9125,322388.4249,325007.9478,332772.9621,323417.5232,79.76,89.15
11/23/2007,34.11,2.01,2.01,2.01,2.01,2.01,2.01,0.0,0.0,0.0,0.0,319114.0213,317710.7055,317430.0423,315558.9545,344373.7064,332772.9621,81.43,87.65
11/26/2007,32.97,2.01,2.01,2.01,2.01,2.01,2.01,0.0,0.0,0.0,0.0,308448.8209,323511.0776,315839.6177,312284.5509,346712.5661,344373.7064,81.3035,85.98
11/27/2007,33.06,2.01,2.01,2.01,2.01,2.01,2.01,0.0,0.0,0.0,0.0,309290.8104,320236.674,318926.9125,322388.4249,346712.5661,346712.5661,85.59,84.37
11/28/2007,33.7,2.01,2.01,2.01,2.01,2.01,2.01,0.0,0.0,0.0,0.0,315278.2913,319114.0213,317710.7055,317430.0423,343625.2712,346712.5661,90.3,87.27
11/29/2007,33.59,2.01,2.01,2.01,2.01,2.01,2.01,0.0,0.0,0.0,0.0,314249.1931,308448.8209,323511.0776,315839.6177,340631.5308,343625.2712,89.15,87.0438
11/30/2007,33.6,2.01,2.01,2.01,2.01,2.01,2.01,0.0,0.0,0.0,0.0,314342.7474,309290.8104,320236.674,318926.9125,332305.1902,340631.5308,90.56,83.58
12/3/2007,32.92,2.01,2.01,2.01,2.01,2.01,2.01,0.0,0.0,0.0,0.0,307981.049,315278.2913,319114.0213,317710.7055,325007.9478,332305.1902,90.91,78.89
12/4/2007,32.77,2.01,2.01,2.01,2.01,2.01,2.01,0.0,0.0,0.0,0.0,306577.7331,314249.1931,308448.8209,323511.0776,315558.9545,325007.9478,94.41,77.0
12/5/2007,34.15,2.01,2.01,2.01,2.01,2.01,2.01,0.0,0.0,0.0,0.0,319488.2388,314342.7474,309290.8104,320236.674,312284.5509,315558.9545,93.19,79.86
12/6/2007,34.55,2.01,2.01,2.01,2.01,2.01,2.01,0.0,0.0,0.0,0.0,323230.4144,307981.049,315278.2913,319114.0213,322388.4249,312284.5509,94.21,78.51
12/7/2007,34.53,2.01,2.01,2.01,2.01,2.01,2.01,0.0,0.0,0.0,0.0,323043.3056,306577.7331,314249.1931,308448.8209,317430.0423,322388.4249,94.31,77.85
12/10/2007,34.76,2.01,2.01,2.01,2.01,2.01,2.01,0.0,0.0,0.0,0.0,325195.0566,319488.2388,314342.7474,309290.8104,315839.6177,317430.0423,93.02,78.6
12/11/2007,34.1,2.01,2.01,2.01,2.01,2.01,2.01,0.0,0.0,0.0,0.0,319020.4669,323230.4144,307981.049,315278.2913,318926.9125,315839.6177,90.75,79.18
12/12/2007,34.47,2.01,2.01,2.01,2.01,2.01,2.01,0.0,0.0,0.0,0.0,322481.9793,323043.3056,306577.7331,314249.1931,317710.7055,318926.9125,91.28,80.39
12/13/2007,35.22,2.01,2.01,2.01,2.01,2.01,2.01,0.0,0.0,0.0,0.0,329498.5585,325195.0566,319488.2388,314342.7474,323511.0776,317710.7055,92.4,79.76
12/14/2007,35.31,2.01,2.01,2.01,2.01,2.01,2.01,0.0,0.0,0.0,0.0,330340.548,319020.4669,323230.4144,307981.049,320236.674,323511.0776,89.08,81.43
12/17/2007,34.39,2.01,2.01,2.01,2.01,2.01,2.01,0.0,0.0,0.0,0.0,321733.5442,322481.9793,323043.3056,306577.7331,319114.0213,320236.674,85.09,81.3035
12/18/2007,34.74,2.01,2.01,2.01,2.01,2.01,2.01,0.0,0.0,0.0,0.0,325007.9478,329498.5585,325195.0566,319488.2388,308448.8209,319114.0213,86.89,85.59
12/19/2007,34.79,2.01,2.01,2.01,2.01,2.01,2.01,0.0,0.0,0.0,0.0,325475.7197,330340.548,319020.4669,323230.4144,309290.8104,308448.8209,89.38,90.3
12/20/2007,35.52,2.01,2.01,2.01,2.01,2.01,2.01,0.0,0.0,0.0,0.0,332305.1902,321733.5442,322481.9793,323043.3056,315278.2913,309290.8104,90.58,89.15
12/21/2007,36.06,2.01,2.01,2.01,2.01,2.01,2.01,0.0,0.0,0.0,0.0,337357.1272,325007.9478,329498.5585,325195.0566,314249.1931,315278.2913,91.26,90.56
12/24/2007,36.58,2.01,2.01,2.01,2.01,2.01,2.01,0.0,0.0,0.0,0.0,342221.9554,325475.7197,330340.548,319020.4669,314342.7474,314249.1931,91.01,90.91
12/26/2007,36.61,2.01,2.01,2.01,2.01,2.01,2.01,0.0,0.0,0.0,0.0,342502.6186,332305.1902,321733.5442,322481.9793,307981.049,314342.7474,92.85,94.41
12/27/2007,35.97,2.01,2.01,2.01,2.01,2.01,2.01,0.0,0.0,0.0,0.0,336515.1377,337357.1272,325007.9478,329498.5585,306577.7331,307981.049,94.25,93.19
12/28/2007,36.12,2.01,2.01,2.01,2.01,2.01,2.01,0.0,0.0,0.0,0.0,337918.4535,342221.9554,325475.7197,330340.548,319488.2388,306577.7331,94.45,94.21
12/31/2007,35.6,2.01,2.01,2.01,2.01,2.01,2.01,0.0,0.0,0.0,0.0,333053.6253,342502.6186,332305.1902,321733.5442,323230.4144,319488.2388,92.64,94.31
1/2/2008,35.22,2.01,2.01,2.01,2.01,2.01,2.01,0.0,0.0,0.0,0.0,329498.5585,336515.1377,337357.1272,325007.9478,323043.3056,323230.4144,96.25,93.02
1/3/2008,35.37,2.01,2.01,2.01,2.01,2.01,2.01,0.0,0.0,0.0,0.0,330901.8743,337918.4535,342221.9554,325475.7197,325195.0566,323043.3056,95.21,90.75
1/4/2008,34.38,2.01,2.01,2.01,2.01,2.01,2.01,0.0,0.0,0.0,0.0,321639.9898,333053.6253,342502.6186,332305.1902,319020.4669,325195.0566,88.79,91.28
1/7/2008,34.61,2.01,2.01,2.01,2.01,2.01,2.01,0.0,0.0,0.0,0.0,323791.7407,329498.5585,336515.1377,337357.1272,322481.9793,319020.4669,88.82,92.4
1/8/2008,33.45,2.01,2.01,2.01,2.01,2.01,2.01,0.0,0.0,0.0,0.0,312939.4316,330901.8743,337918.4535,342221.9554,329498.5585,322481.9793,87.88,89.08
1/9/2008,34.44,2.01,2.01,2.01,2.01,2.01,2.01,0.0,0.0,0.0,0.0,322201.3161,321639.9898,333053.6253,342502.6186,330340.548,329498.5585,85.22,85.09
1/10/2008,34.33,2.01,2.01,2.01,2.01,2.01,2.01,0.0,0.0,0.0,0.0,321172.2178,323791.7407,329498.5585,336515.1377,321733.5442,330340.548,84.26,86.89
1/11/2008,33.91,2.01,2.01,2.01,2.01,2.01,2.01,0.0,0.0,0.0,0.0,317242.9335,312939.4316,330901.8743,337918.4535,325007.9478,321733.5442,81.08,89.38
1/14/2008,34.39,2.01,2.01,2.01,2.01,2.01,2.01,0.0,0.0,0.0,0.0,321733.5442,322201.3161,321639.9898,333053.6253,325475.7197,325007.9478,82.87,90.58
1/15/2008,34.0,2.02,2.01,2.01,2.01,2.01,2.01,0.0,0.0,0.0,0.0,318084.923,321172.2178,323791.7407,329498.5585,332305.1902,325475.7197,80.24,91.26
1/16/2008,33.23,2.02,2.01,2.01,2.01,2.01,2.01,0.0,0.0,0.0,0.0,310881.235,317242.9335,312939.4316,330901.8743,337357.1272,332305.1902,80.35,91.01
1/17/2008,33.11,2.02,2.01,2.01,2.01,2.01,2.01,0.0,0.0,0.0,0.0,309758.5824,321733.5442,322201.3161,321639.9898,342221.9554,337357.1272,80.12,92.85
1/18/2008,33.01,2.02,2.02,2.01,2.01,2.01,2.01,0.0,0.0,0.0,0.0,308823.0385,318084.923,321172.2178,323791.7407,342502.6186,342221.9554,79.76,94.25
1/22/2008,31.99,2.02,2.02,2.01,2.01,2.01,2.01,0.0,0.0,0.0,0.0,299280.4908,310881.235,317242.9335,312939.4316,336515.1377,342502.6186,78.48,94.45
1/23/2008,31.93,2.02,2.02,2.02,2.01,2.01,2.01,0.0,0.0,0.0,0.0,298719.1645,309758.5824,321733.5442,322201.3161,337918.4535,336515.1377,73.97,92.64
1/24/2008,33.25,2.07,2.02,2.02,2.01,2.01,2.01,0.0,0.0,0.0,0.0,309457.0766,308823.0385,318084.923,321172.2178,333053.6253,337918.4535,77.67,96.25
1/25/2008,32.94,2.04,2.02,2.02,2.01,2.01,2.01,0.0,0.0,0.0,0.0,306571.9128,299280.4908,310881.235,317242.9335,329498.5585,333053.6253,77.6,95.21
1/28/2008,32.72,2.04,2.02,2.02,2.02,2.01,2.01,0.0,0.0,0.0,0.0,304524.3773,298719.1645,309758.5824,321733.5442,330901.8743,329498.5585,75.82,88.79
1/29/2008,32.6,2.04,2.07,2.02,2.02,2.01,2.01,0.0,0.0,0.0,0.0,303407.5397,309457.0766,308823.0385,318084.923,321639.9898,330901.8743,73.95,88.82
1/30/2008,32.2,2.04,2.04,2.02,2.02,2.01,2.01,0.0,0.0,0.0,0.0,299684.7478,306571.9128,299280.4908,310881.235,323791.7407,321639.9898,74.21,87.88
1/31/2008,32.6,2.04,2.04,2.07,2.02,2.01,2.01,0.0,0.0,0.0,0.0,303407.5397,304524.3773,298719.1645,309758.5824,312939.4316,323791.7407,77.7,85.22
2/1/2008,30.4498,2.04,2.04,2.04,2.02,2.01,2.01,0.0,0.0,0.0,0.0,283395.6719,303407.5397,309457.0766,308823.0385,322201.3161,312939.4316,74.63,84.26
2/4/2008,30.19,2.05,2.04,2.04,2.02,2.01,2.01,0.0,0.0,0.0,0.0,280977.7185,299684.7478,306571.9128,299280.4908,321172.2178,322201.3161,73.95,81.08
2/5/2008,29.07,2.05,2.04,2.04,2.07,2.02,2.01,0.0,0.0,0.0,0.0,270553.9012,303407.5397,304524.3773,298719.1645,317242.9335,321172.2178,72.09,82.87
2/6/2008,28.52,2.05,2.04,2.04,2.04,2.02,2.01,0.0,0.0,0.0,0.0,265435.0624,283395.6719,303407.5397,309457.0766,321733.5442,317242.9335,68.49,80.24
2/7/2008,28.12,2.05,2.05,2.04,2.04,2.02,2.01,0.0,0.0,0.0,0.0,261712.2705,280977.7185,299684.7478,306571.9128,318084.923,321733.5442,70.91,80.35
2/8/2008,28.56,2.05,2.05,2.04,2.04,2.02,2.02,0.0,0.0,0.0,0.0,265807.3415,270553.9012,303407.5397,304524.3773,310881.235,318084.923,73.5,80.12
2/11/2008,28.21,2.05,2.05,2.05,2.04,2.02,2.02,0.0,0.0,0.0,0.0,262549.8986,265435.0624,283395.6719,303407.5397,309758.5824,310881.235,75.19,79.76
2/12/2008,28.34,2.05,2.05,2.05,2.04,2.02,2.02,0.0,0.0,0.0,0.0,263759.806,261712.2705,280977.7185,299684.7478,308823.0385,309758.5824,74.45,78.48
2/13/2008,28.96,2.05,2.05,2.05,2.04,2.07,2.02,0.0,0.0,0.0,0.0,269530.1334,265807.3415,270553.9012,303407.5397,299280.4908,308823.0385,77.73,73.97
2/14/2008,28.5,2.05,2.05,2.05,2.05,2.04,2.02,0.0,0.0,0.0,0.0,265248.9228,262549.8986,265435.0624,283395.6719,298719.1645,299280.4908,75.8,77.67
2/15/2008,28.42,2.1,2.05,2.05,2.05,2.04,2.02,0.0,0.0,0.0,0.0,264504.3644,263759.806,261712.2705,280977.7185,309457.0766,298719.1645,72.96,77.6
2/19/2008,28.17,2.1,2.05,2.05,2.05,2.04,2.07,0.0,0.0,0.0,0.0,262177.6194,269530.1334,265807.3415,270553.9012,306571.9128,309457.0766,72.08,75.82
2/20/2008,28.22,2.1,2.05,2.05,2.05,2.04,2.04,0.0,0.0,0.0,0.0,262642.9684,265248.9228,262549.8986,265435.0624,304524.3773,306571.9128,73.64,73.95
2/21/2008,28.1,2.05,2.1,2.05,2.05,2.04,2.04,0.0,0.0,0.0,0.0,261526.1309,264504.3644,263759.806,261712.2705,303407.5397,304524.3773,69.9,74.21
2/22/2008,27.68,2.05,2.1,2.05,2.05,2.04,2.04,0.0,0.0,0.0,0.0,257617.1994,262177.6194,269530.1334,265807.3415,299684.7478,303407.5397,72.08,77.7
2/25/2008,27.84,2.05,2.1,2.1,2.05,2.05,2.04,0.0,0.0,0.0,0.0,259106.3161,262642.9684,265248.9228,262549.8986,303407.5397,299684.7478,73.27,74.63
2/26/2008,28.38,2.05,2.05,2.1,2.05,2.05,2.04,0.0,0.0,0.0,0.0,264132.0852,261526.1309,264504.3644,263759.806,283395.6719,303407.5397,71.69,73.95
2/27/2008,28.26,2.05,2.05,2.1,2.05,2.05,2.04,0.0,0.0,0.0,0.0,263015.2476,257617.1994,262177.6194,269530.1334,280977.7185,283395.6719,70.87,72.09
2/28/2008,27.93,2.05,2.05,2.05,2.1,2.05,2.05,0.0,0.0,0.0,0.0,259943.9443,259106.3161,262642.9684,265248.9228,270553.9012,280977.7185,67.85,68.49
2/29/2008,27.1999,2.05,2.05,2.05,2.1,2.05,2.05,0.0,0.0,0.0,0.0,253148.9184,264132.0852,261526.1309,264504.3644,265435.0624,270553.9012,64.47,70.91
3/3/2008,26.99,2.05,2.05,2.05,2.1,2.05,2.05,0.0,0.0,0.0,0.0,251195.3833,263015.2476,257617.1994,262177.6194,261712.2705,265435.0624,62.43,73.5
3/4/2008,27.59,2.08,2.05,2.05,2.05,2.05,2.05,0.0,0.0,0.0,0.0,256779.5712,259943.9443,259106.3161,262642.9684,265807.3415,261712.2705,65.34,75.19
3/5/2008,28.1199,2.08,2.05,2.05,2.05,2.05,2.05,0.0,0.0,0.0,0.0,261711.3398,253148.9184,264132.0852,261526.1309,262549.8986,265807.3415,64.9901,74.45
3/6/2008,27.57,2.08,2.05,2.05,2.05,2.05,2.05,0.0,0.0,0.0,0.0,256593.4316,251195.3833,263015.2476,257617.1994,263759.806,262549.8986,62.74,77.73
